,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
1,0022400071,1610612756,PHX,Phoenix,201142,Kevin Durant,Kevin,F,,43.000000:40,8.0,17.0,0.471,2.0,5.0,0.4,7.0,9.0,0.778,0.0,7.0,7.0,0.0,3.0,1.0,7.0,4.0,25.0,-2.0
2,0022400071,1610612756,PHX,Phoenix,203994,Jusuf Nurkić,Jusuf,C,,22.000000:20,2.0,5.0,0.4,1.0,4.0,0.25,6.0,8.0,0.75,0.0,9.0,9.0,2.0,2.0,0.0,4.0,4.0,11.0,3.0
3,0022400071,1610612756,PHX,Phoenix,1626164,Devin Booker,Devin,G,,32.000000:08,5.0,9.0,0.556,4.0,5.0,0.8,1.0,2.0,0.5,0.0,4.0,4.0,6.0,1.0,1.0,4.0,6.0,15.0,-4.0
4,0022400071,1610612756,PHX,Phoenix,1626145,Tyus Jones,Tyus,G,,35.000000:05,5.0,10.0,0.5,1.0,5.0,0.2,0.0,0.0,0.0,0.0,2.0,2.0,8.0,2.0,1.0,0.0,0.0,11.0,6.0
5,0022400071,1610612756,PHX,Phoenix,203486,Mason Plumlee,Mason,,,14.000000:13,2.0,2.0,1.0,0.0,0.0,0.0,4.0,6.0,0.667,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,8.0,-1.0
6,0022400071,1610612756,PHX,Phoenix,1626220,Royce O'Neale,Royce,,,24.000000:13,2.0,5.0,0.4,1.0,3.0,0.333,0.0,0.0,0.0,1.0,4.0,5.0,1.0,1.0,1.0,3.0,1.0,5.0,14.0
7,0022400071,1610612756,PHX,Phoenix,1628420,Monté Morris,Monté,,,12.000000:33,2.0,5.0,0.4,0.0,2.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,2.0
8,0022400071,1610612756,PHX,Phoenix,1642346,Ryan Dunn,Ryan,,,8.000000:44,1.0,5.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0,-2.0
9,0022400071,1610612756,PHX,Phoenix,1642345,Oso Ighodaro,Oso,,,12.000000:14,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,-2.0
10,0022400071,1610612756,PHX,Phoenix,1628960,Grayson Allen,Grayson,,,21.000000:22,2.0,7.0,0.286,2.0,6.0,0.333,2.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,8.0,2.0
11,0022400071,1610612756,PHX,Phoenix,1629626,Bol Bol,Bol,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
12,0022400071,1610612756,PHX,Phoenix,1627814,Damion Lee,Damion,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
13,0022400071,1610612746,LAC,LA,1629611,Terance Mann,Terance,F,,27.000000:06,4.0,6.0,0.667,0.0,1.0,0.0,0.0,3.0,0.0,1.0,4.0,5.0,4.0,1.0,0.0,1.0,6.0,8.0,7.0
